PLZ;Ort;Netzbetreiber;Grundpreis (Euro/Jahr);ArbeitspreisHT (ct/kWh);Messstellenbetrieb (Euro/Jahr);Konzessionsabgabe (ct/kWh);Verbandsnummer
24937;Flensburg. ;Stadtwerke Flensburg GmbH;60;6.25;10.5;1.59;9900187000009
24939;Flensburg. ;Stadtwerke Flensburg GmbH;60;6.25;10.5;1.59;9900187000009
24941;Flensburg. ;Stadtwerke Flensburg GmbH;60;6.25;10.5;1.59;9900187000009
24941;Flensburg. ;Stadtwerke Flensburg GmbH;60;6.25;10.5;1.59;9900187000009
24943;Flensburg. ;Stadtwerke Flensburg GmbH;60;6.25;10.5;1.59;9900187000009
24943;Flensburg. ;Stadtwerke Flensburg GmbH;60;6.25;10.5;1.59;9900187000009
24944;Flensburg. ;Stadtwerke Flensburg GmbH;60;6.25;10.5;1.59;9900187000009
24103;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24105;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24106;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24107;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24109;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24111;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24113;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24114;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24116;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24118;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24143;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24145;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24146;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24147;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24148;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24149;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
24159;Kiel. ;SWKiel Netz GmbH;67.8;4.7;16.92;1.99;9900339000005
23552;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23554;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23556;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23558;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23560;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23562;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23562;Lübeck. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.99;9900535000007
23564;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23566;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23568;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23569;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23569;Lübeck. ;NordNetz GmbH;58.56;5.99;8.9;1.99;9907768000002
23570;Lübeck. ;TraveNetz GmbH;18.44;6.73;16.81;1.99;9900399000003
23570;Lübeck. ;NordNetz GmbH;58.56;5.99;8.9;1.99;9907768000002
23627;Klein Grönau. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.99;9900535000007
24534;Neumünster. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.59;9900535000007
24536;Neumünster. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.59;9900535000007
24537;Neumünster. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.59;9900535000007
24539;Neumünster. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.59;9900535000007
25767;Albersdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25767;Arkebek. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25715;Averlak. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25704;Bargenstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25791;Barkenholm. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25719;Barlt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25779;Bergewöhrden. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25712;Brickeln. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25541;Brunsbüttel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25541;Brunsbüttel. ;Stadtwerke Brunsbüttel GmbH;37;5.2;11.25;1.32;9907607000006
25712;Buchholz. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25761;Büsum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25761;Büsumer Deichhausen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25767;Bunsoh. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25712;Burg. Burgerfeld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25719;Busenwurth. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25786;Dellstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25788;Delve. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25709;Diekhusen-Fahrstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25715;Dingen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25794;Dörpling. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25715;Blangenmoorfeld. Eddelak. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25721;Eggstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25704;Elpersbüttel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25704;Epenwöhrden. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25779;Fedderingen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25727;Frestedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Friedrichsgabekoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25718;Friedrichskoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25782;Gaushorn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25779;Glüsing. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25712;Großenrade. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25774;Groven. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25693;Gudendorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25761;Hedwigenkoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25746;Heide. ;Stadtwerke Heide GmbH;52;6.12;8.84;1.32;9900275000002
25764;Hellschen-Heringsand-Unterschaar. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25709;Helse. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25774;Hemme. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25770;Hemmingstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25779;Hennstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Hillgroven. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25712;Hochdonn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25782;Hövede. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25788;Hollingstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25767;Immenstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25709;Kaiser-Wilhelm-Koog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25774;Karolinenkoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25776;Hehm. Nordfeld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25779;Kleve. Westermoor. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25774;Krempel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25709;Kronprinzenkoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25727;Krumstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25712;Kuden. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25774;Lehe. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25776;Dammsfeld. Leherfeld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25770;Lieth. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25791;Linden. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25746;Lohe-Rickelshof. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25774;Lunden. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25709;Marne. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25709;Marnerdeich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25704;Meldorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Wulfenhusen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25792;Neuenkirchen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25724;Neufeld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25724;Neufelderkoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25704;Nindorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Norddeich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25779;Norderheistedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25746;Norderwöhrden. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25785;Nordhastedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25767;Riesewohld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25785;Odderade. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25761;Oesterdeichstrich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25767;Offenbüttel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25767;Osterrade. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25746;Ostrohe. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25794;Pahlen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25712;Quickborn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25715;Ramhusen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25776;Rehm-Flehde-Bargen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Reinsbüttel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25776;St. Annen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25693;St. Michaelisdonn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25785;Sarzbüttel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25725;Schafstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25782;Schalkholz. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25779;Schlichting. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25724;Schmedeswurth. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25782;Schrum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Schülp. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25795;Stelle-Wittenwurth. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25792;Strübbel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Süderdeich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25727;Süderhastedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25797;Wöhrden. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25782;Tellingstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25794;Tielenhemme. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25693;Trennewurth. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25693;Volsemenhusen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25788;Wallen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25761;Warwerort. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25795;Weddingstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25782;Welmbüttel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25767;Wennbüttel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Wesselburen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Wesselburener Deichhausen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Wesselburenerkoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25746;Wesseln. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25782;Westerborstel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25761;Westerdeichstrich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25779;Wiemerstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25729;Windbergen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25704;Wolmersdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25799;Wrohm. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25704;Nordermeldorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25767;Tensbüttel-Röst. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25782;Süderdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25764;Oesterwurth. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25779;Süderheistedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23909;Albsfelde. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23881;Alt-Mölln. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21521;Aumühle. Friedrichsruh. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23909;Bäk. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23881;Bälau. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21483;Basedow. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
21493;Basthorst. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23919;Behlendorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23919;Berkenthin. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23899;Besenthal. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23847;Bliestorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21039;Börnsen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23881;Borstorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23881;Breitenfelde. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21514;Bröthen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23883;Brunsmark. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21524;Brunstorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23911;Buchholz. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21481;Buchhorst. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
21514;Büchen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
22946;Dahmker. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21483;Dalldorf. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
21521;Dassendorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23847;Düchelsdorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23898;Duvensee. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23911;Einhaus. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21493;Elmenhorst. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21039;Escheburg. ;Stromnetz Hamburg GmbH;60;6.74;14.07;1.32;9900259000002
21039;Escheburg. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21514;Fitzen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23909;Fredeburg. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21493;Fuhlenhagen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21502;Geesthacht. ;Stadtwerke Geesthacht GmbH;30;7.29;5.12;1.59;9900743000005
23909;Giesensdorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23919;Göldenitz. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21514;Göttin. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21493;Grabau. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23883;Grambek. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23847;Grinau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23847;Groß Boden. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23911;Groß Disnack. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23627;Groß Grönau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21493;Groß Pampau. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23627;Groß Sarau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23860;Groß Schenkenberg. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21493;Grove. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23899;Gudow. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21483;Gülzow. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21493;Melusinental. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21514;Güster. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
22929;Hamfelde. Kr Hzgt Lauenburg. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21502;Hamwarde. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23911;Harmsdorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21493;Havekost. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21526;Hohenhorn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23883;Hollenbek. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21514;Hornbek. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23883;Horst. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21483;Juliusburg. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
21514;Kankelau. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
22929;Kasseburg. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23847;Kastorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23911;Kittlitz. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21514;Klein Pampau. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23883;Klein Zecher. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23628;Klempau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23898;Klinkrade. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23881;Koberg. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
22929;Köthel. Kr Hzgt Lauenburg. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21493;Kollow. Kurheim. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21527;Kollow. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21039;Fahrendorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21529;Kröppelshagen-Fahrendorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21483;Krüzen. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
21483;Krukow. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
23628;Krummesse. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
22958;Kuddewörde. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23898;Kühsen. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23911;Kulpin. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23898;Labenz. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21514;Langenlehsten. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23881;Lankau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21483;Lanze. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
21481;Lauenburg. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
23879;Drüsen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23883;Lehmrade. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
22959;Linau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23898;Lüchow. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21483;Lütau. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
23909;Mechow. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21493;Möhnsen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23879;Mölln. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23879;Mölln. ;Vereinigte Stadtwerke Netz GmbH;50;7.27;6;1.32;9907236000005
21493;Mühlenrade. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21493;Louisenhof. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21516;Müssen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23911;Mustin. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23919;Niendorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23881;Niendorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23896;Nusse. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23896;Panten. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23911;Pogeez. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23896;Poggensee. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23909;Ratzeburg. ;Vereinigte Stadtwerke Netz GmbH;50;7.27;6;1.32;9907236000005
23896;Ritzerau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23909;Römnitz. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23919;Rondeshagen. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21514;Roseburg. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21493;Sahms. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23883;Bresahn. Dargow. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23909;Hundebusch. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23911;Salem. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23898;Sandesneben. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23847;Schiphorst. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23883;Torfkaten. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23909;Farchau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23909;Farchauermühle. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23911;Schmilau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21481;Schnakenbek. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
22929;Schönberg. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21493;Schretstaken. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
