PLZ;Ort;Netzbetreiber;Grundpreis (Euro/Jahr);ArbeitspreisHT (ct/kWh);Messstellenbetrieb (Euro/Jahr);Konzessionsabgabe (ct/kWh);Verbandsnummer
23847;Schürensöhlen. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21514;Neue Mühle. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21516;Schulendorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21493;Schwarzenbek. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23883;Seedorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23847;Siebenbäumen. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21514;Siebeneichen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23847;Sierksrade. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23898;Sirksfelde. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23847;Steinhorst. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23883;Sterley. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23909;Weißer Hirsch. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23909;Söhren. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23847;Stubben. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21493;Talkau. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21516;Tramm. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23896;Walksfelde. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21483;Wangelau. ;VersorgungsBetriebe Elbe GmbH;36;6.48;10;1.32;9907536000002
21465;Wentorf. ;e-werk Sachsenwald GmbH;45;4.74;9.22;1.32;9900533000009
23898;Wentorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
21502;Heidkaten. Wiershop. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21514;Witzeeze. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21521;Wohltorf. ;e-werk Sachsenwald GmbH;45;4.74;9.22;1.32;9900533000009
21516;Woltersdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
21502;Worth. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23909;Sande. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23911;Ziethen. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
25917;Achtrup. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25853;Ahrenshöft. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25885;Ahrenviöl. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
24896;Nordergeilwang. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25885;Ahrenviölfeld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Alkersum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25821;Almdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25860;Arlewatt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25927;Aventoft. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25842;Bargum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25850;Behrendorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25853;Bohmstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25850;Bondelum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25821;Bordelumsiel. Brommelund. Dörpum. Dörpumfeld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25842;Addebüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25852;Bordelum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Borgsum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25899;Bosbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25923;Braderup. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25926;Bramstedtlund. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25821;Bredstedt. ;Stadtwerke Nordfriesland - Netz GmbH;24;7.14;8.08;1.32;9900470000005
25821;Breklum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25899;Dagebüll. Osterdeich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25840;An der Chaussee. Feddersdeich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25878;Drage. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25853;Drelsdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Dunsum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25845;Elisabeth-Sophien-Koog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25923;Ellhöft. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25876;Fresendelf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25840;Friedrichstadt. Hakenhof. Peterskoogsdeich. Rantrumdeich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25924;Friedrich-Wilhelm-Lübke-Koog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25836;Garding. Kirchspiel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25836;Garding. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25862;Goldebek. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25862;Goldelund. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25869;Gröde. Habel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25836;Grothusenkoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25855;Haselund. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25856;Hattstedt. ;Stadtwerke Husum Netz GmbH;34;6.92;9.69;1.32;9900310000008
25856;Hattstedtermarsch. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25858;Högel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25997;Hörnum. ;Energieversorgung Sylt GmbH;35;8.22;10.07;1.32;9900679000004
25923;Holm. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25859;Hallig Hooge. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25813;Spaltenhof. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25860;Horstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25876;Hude. Huderfähre. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25923;Hattersbüllhallig. Humptrup. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25813;Husum. ;Stadtwerke Husum Netz GmbH;34;6.92;9.69;1.32;9900310000008
25885;Immenstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25862;Joldelund. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25992;Jugendseeheim Kassel. Vogelkoje. ;Energieversorgung Sylt GmbH;35;8.22;10.07;1.32;9900679000004
25999;Kampen. ;Energieversorgung Sylt GmbH;35;8.22;10.07;1.32;9900679000004
25926;Karlum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25836;Katharinenheerd. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25924;Klanxbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25899;Klixbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25840;Koldenbüttel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25862;Kolkerheide. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25832;Kotzenbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25926;Ladelund. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25863;Langeneß. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25867;Oland. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25842;Langenhorn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25917;Leck. ;Stadtwerke Nordfriesland - Netz GmbH;24;7.14;8.08;1.32;9900470000005
25923;Lexgaard. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25992;List. ;Energieversorgung Sylt GmbH;35;8.22;10.07;1.32;9900679000004
25864;Löwenstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25842;Lütjenholm. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Midlum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25866;Mildstedt. ;Stadtwerke Husum Netz GmbH;34;6.92;9.69;1.32;9900310000008
25946;Nebel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25927;Neukirchen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Nieblum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25899;Niebüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25899;Niebüll. ;Stadtwerke Nordfriesland - Netz GmbH;24;7.14;8.08;1.32;9900470000005
25946;Norddorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25870;Norderfriedrichskoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25845;Nordstrand. Nordstrandischmoor. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25884;Norstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25842;Ockholm. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Oevenum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25870;Oldenswort. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25873;Oldersbek. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25860;Olderup. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Oldsum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25872;Ostenfeld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25836;Osterhever. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25885;Oster-Ohrstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25845;Südfall. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25849;Pellworm. Süderoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25836;Poppenbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25876;Ramstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25873;Rantrum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25821;Reußenköge. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25899;Gasthafen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25920;Risum-Lindholm. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25924;Rodenäs. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25826;Sankt Peter-Ording. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25876;Schwabstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25813;Schwesing. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25840;Mildterhof. Ziegelhof. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25878;Seeth. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25813;Simonsberg. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25821;Sönnebüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25884;Sollwitt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25917;Sprakebüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25917;Stadum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25920;Stedesand. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25821;Struckum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Süderende. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25876;Süderhöft. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25923;Süderlügum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25813;Südermarsch. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25881;Tating. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25882;Tetenbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25917;Tinningstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25832;Tönning. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25881;Tümlauer Koog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25889;Uelvesbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25923;Uphusum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Utersum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25884;Viöl. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25836;Vollerwiek. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25821;Vollstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25836;Welt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25996;Wenningstedt-Braderup. ;Energieversorgung Sylt GmbH;35;8.22;10.07;1.32;9900679000004
25881;Westerhever. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25885;Wester-Ohrstedt. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25926;Westre. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25887;Winnert. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25876;Wisch. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Witsum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25872;Wittbek. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25946;Wittdün. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25889;Witzwort. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25856;Wobbenbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Wrixum. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25938;Wyk. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25899;Galmsbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25899;Gotteskoogdeich. Katzhörn. Kleinkoogsdeich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25924;Emmelsbüll-Horsbüll. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25917;Enge-Sande. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25980;Sylt. ;Energieversorgung Sylt GmbH;35;8.22;10.07;1.32;9900679000004
23623;Ahrensbök. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23730;Altenkrempe. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23611;Bad Schwartau. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23738;Beschendorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23715;Bosau. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
24306;Waldshagen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
24326;Stadtbek. Gem Bosau. Stadtbekermühle. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23747;Dahme. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23738;Damlos. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23701;Eutin. ;Stadtwerke Eutin GmbH;69;8.73;16.81;1.32;9900757000009
23758;Göhl. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23758;Gremersdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23779;Neuseegalendorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23743;Grömitz. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23746;Rittbruch. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23747;Gruberhagen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23775;Großenbrode. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23749;Grube. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23738;Harmsdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23774;Heiligenhafen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23777;Heringsdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23738;Kabelhorst. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23717;Kasseedorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23746;Kellenhusen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23738;Lensahn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23714;Malente. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23717;Bökensberg. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23738;Manhagen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23777;Wulfshof. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23779;Neukirchen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23730;Neustadt. ;Stadtwerke Neustadt in Holstein;54;7.99;12.8;1.32;9900465000002
23758;Oldenburg. ;Stadtwerke Oldenburg in Holstein GmbH;60;5.61;13;1.32;9907745000009
23611;Sereetz. Sereetzerfeld. Sielbek. ;NordNetz GmbH;58.56;5.99;8.9;1.32;9907768000002
23626;Ratekau. ;NordNetz GmbH;58.56;5.99;8.9;1.32;9907768000002
23669;Neuhof. Oeverdiek. ;NordNetz GmbH;58.56;5.99;8.9;1.32;9907768000002
23689;Hobbersdorf. Luschendorf. Luschendorferhof. Pansdorf. Rohlsdorf. Rohlsdorfer Beek. Techau. ;NordNetz GmbH;58.56;5.99;8.9;1.32;9907768000002
23738;Riepsdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23743;Morest. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23730;Schashagen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23744;Schönwalde. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23730;Sierksdorf. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23617;Stockelsdorf. ;TraveNetz GmbH;18.44;6.73;16.81;1.32;9900399000003
23701;Süsel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23669;Timmendorfer Strand. ;Westnetz GmbH;65.7;5.78;12.95;1.32;4045458000000
23758;Wangels. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23629;Sarkwitz. ;Westnetz GmbH;65.7;5.78;12.95;1.32;4045458000000
23683;Scharbeutz. ;Westnetz GmbH;65.7;5.78;12.95;1.32;4045458000000
23684;Scharbeutz. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
23684;Scharbeutz. ;Westnetz GmbH;65.7;5.78;12.95;1.32;4045458000000
23769;Fehmarn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25482;Appen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25355;Barmstedt. ;Stadtwerke Barmstedt;34;9.15;8.4;1.32;9900071000008
25355;Bevern. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25485;Bilsen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25474;Bönningstedt. ;Stadtwerke Pinneberg GmbH;60;7.31;12.63;1.32;9900518000008
25364;Bokel. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25335;Bokholt-Hanredder. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25494;Borstel-Hohenraden. ;Stadtwerke Pinneberg GmbH;60;7.31;12.63;1.32;9900518000008
25364;Brande-Hörnerkirchen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25355;Bullenkuhlen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25474;Ellerbek. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25373;Ellerhoop. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25335;Elmshorn. ;Stadtwerke Elmshorn;34;7.75;10;1.59;9900167000003
25336;Elmshorn. ;Stadtwerke Elmshorn;34;7.75;10;1.59;9900167000003
25337;Elmshorn. ;Stadtwerke Elmshorn;34;7.75;10;1.59;9900167000003
25436;Groß Nordende. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25436;Groß Nordende. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25355;Groß Offenseth-Aspern. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25469;Halstenbek. ;Gemeindewerke Halstenbek;62;8.85;9;1.32;9900257000004
25489;Haselau. ;Stadtwerke Wedel GmbH;54;8.51;16.81;1.32;9900671000002
25489;Haseldorf. ;Stadtwerke Wedel GmbH;54;8.51;16.81;1.32;9900671000002
25474;Hasloh. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25355;Heede. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25436;Heidgraben. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25436;Heidgraben. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25492;Heist. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
27498;Helgoland. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25485;Hemdingen. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25485;Hemdingen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25491;Hetlingen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25491;Hetlingen. ;Stadtwerke Wedel GmbH;54;8.51;16.81;1.32;9900671000002
25492;Hetlinger Neuerkoog. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25488;Holm. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25336;Klein Nordende. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25336;Klein Nordende. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25365;Klein Offenseth-Sparrieshoop. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25337;Kölln-Reisiek. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25495;Kummerfeld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25370;Seester. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25485;Langeln. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25355;Lutzhorn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25436;Moorrege. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25436;Neuendeich. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25364;Osterhorn. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25421;Pinneberg. ;Stadtwerke Pinneberg GmbH;60;7.31;12.63;1.59;9900518000008
25497;Prisdorf. ;Stadtwerke Pinneberg GmbH;60;7.31;12.63;1.32;9900518000008
25451;Quickborn. ;Stadtwerke Quickborn GmbH;78;8.18;6.75;1.32;9900522000002
25335;Raa-Besenbek. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25462;Rellingen. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25462;Rellingen. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
22869;Schenefeld. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25371;Seestermühe. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25371;Seestermühe. ;Schleswig-Holstein Netz AG;69.35;9.22;8.9;1.32;9900535000007
25377;Pagensand. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
25337;Seeth-Ekholt. ;Stadtwerke Elmshorn;34;7.75;10;1.32;9900167000003
